Emotion|Cleaned lyrics
Wistful|look another day feel could change feel could change sudden joy like fish moving light thought saw rowing lake canada oh laughing man tell cannot done little mouth winter lung tell cannot done cannot done walking circle flashlight someone start sing join talk loneliness quiet voice shy reach rowing lake canada rowing lake canada oh laughing man tell cannot done little mouth winter lung tell done look another time give another day feel could change rowing lake canada
Agressive|lying hospital pinned bed stethoscope upon heart hand head peeling bandage wincing light nurse looking anxious quivering fright looking gary gilmore eye doctor avoiding vision confused listen earphone catch evening news murderer killed donates sight science locked private ward realise must looking gary gilmore eye looking gary gilmore eye smash light anger push bed door close lid across eye wish see eye receives message sends brain guarantee stimulus must perceived looking gary gilmore eye gary need eye see gary eye parted company
whimsical|mornin girl ya sleep last night sev ral age older eye started showin little girl growin mornin girl last night cry radio beggin way go go back love jumbled oh thing different know love kiss whole lot mornin girl put dream away read box cherrios powder puff pretty nose go find man wild wind blow mornin girl instrumental end
Rollicking|truckin got chip cashed keep truckin like dah man together less line keep truckin arrow neon flashing marquee main street chicago new york detroit street typical city involved typical daydream hang see tomorrow brings dallas got soft machine houston close new orleans new york got way mean let oh cat meet street speak true love time sittin cryin home one day know better get goin door street alone truckin like dah man told got play hand sometimes card worth dime lay em sometimes light shinin time barely see lately occurs long strange trip world ever became sweet jane lost sparkle know livin red vitamin see cocaine friend say shame truckin buffalo thinkin got mellow slow take time pick place go keep truckin sittin starin hotel window got tip gonna kick door like get sleep travel got warrant guess gonna come busted bourbon street set like bowlin pin knocked get wearin thin let oh sick hangin around like travel get tired travelin want settle guess revoke soul tryin get door light look around sometimes light shinin time barely see lately occurs long strange trip truckin goin home whoa whoa baby back belong back home sit patch bone get back truckin hey get back truckin home
Confident|gonna break city leave people behind searching adventure type life find tired day job thanks sure must someone gonna find ask expect tell gonna get lonely maybe better way got something say anything wanna anything wanna need politician tell thing need neither optician tell ought see noone tell nothing even know know tell like see grow ask expect tell gonna get lonely maybe better way got something say anything wanna anything wanna gonna break city leave people behind searching adventure type life find tired day job thanks sure must someone gonna find ask expect tell gonna get lonely maybe better way got something say anything wanna anything wanna anything wanna anything wanna
Confident|life much better thought weak without stronger thought broke without richer thought sad without laugh harder thought grow without wiser though helpless without smarter thought stressed without chillin thought sell without sold 9 million survivor goin give goin stop goin work harder survivor goin na make survive keep survivin survivor goin give goin stop goin work harder survivor goin make survive keep survivin thought breathe without inhaling thought see without perfect vision thought last without lastin thought would die without livin thought would fail without top thought would stop thought would self destruct still even year come still goin survivor goin give goin stop goin work harder survivor goin na make survive keep survivin survivor goin give goin stop goin work harder survivor goin na make survive keep survivin wishin best pray blessed bring much success stress lot happiness better goin blast radio better goin lie family better goin hate magazine better goin compromise christianity better know goin dis internet cause mama taught better survivor goin give goin stop goin work harder survivor goin na make survive keep survivin survivor goin give goin stop goin work harder survivor goin make survive keep survivin oh oh oh oh darkness sadness soon come happiness surround self positive thing gain prosperity survivor goin give goin stop goin work harder survivor goin make survive keep survivin
Confident|step inside walk way babe hey hey love like bomb baby c mon get livin like lover radar phone lookin like tramp like video vamp demolition woman man man razzle n dazzle n flash little light television lover baby go night sometime anytime sugar sweet little miss ah innocent sugar yeah yeah c mon take bottle shake break bubble break pour sugar ooh name love pour sugar c mon fire pour sugar oh get enough hot sticky sweet head foot yeah listen red light yellow light green light go crazy little woman one man show mirror queen mannequin rhythm love sweet dream saccharine loosen gotta squeeze little tease little please little easy operator come knockin door sometime anytime sugar sweet little miss innocent sugar yeah yeah take bottle shake break bubble break pour sugar ooh name love pour sugar c mon fire pour sugar oh get enough hot sticky sweet head got peach got cream sweet taste saccharine cause hot hot sticky sweet head head foot take sugar one lump two take bottle take bottle shake shake break bubble break bubble break break pour sugar ooh name love pour sugar c mon fire pour sugar oh get enough pour sugar oh name love pour sugar get come get pour sugar ooh pour sugar yeah sugar
whimsical|morning bogart movie country turn back time go strolling crowd like peter lorre contemplating crime come sun silk dress running like watercolour rain bother asking explanation tell came year cat give time question lock arm follow till sense direction completely disappears blue tiled wall near market stall hidden door lead day say feel life like river running year cat well look cooly eye shine like moon sea come incense patchouli take find waiting inside year cat well morning come still bus tourist gone thrown away choice lost ticket stay drum beat strain night remain rhythm new born day know sometimes bound leave going stay year cat
Campy|oow friend say fine friend say good ev rybody say like rock n roll move like cat charge like ram sting like bee babe wanna man well plain see meant yeah boy 20th century toy friend say fine friend say good ev rybody say like rock n roll fly like plane drive like car ball like hen babe wanna man oh well plain see meant yeah toy 20th century boy 20th century toy wanna boy 20th century toy wanna boy 20th century toy wanna boy 20th century toy wanna boy friend say fine friend say good ev rybody say like rock n roll move like cat charge like ram sting like feel babe wanna man well plain see meant yeah toy 20th century boy 20th century toy wanna boy 20th century toy wanna boy 20th century toy wanna boy 20th century toy wanna boy
Confident|got brass pocket got bottle gonna use intention feel inventive gonna make make make notice got motion restrained emotion driving detroit leaning reason seems pleasing gonna make make make notice gonna use arm gonna use leg gonna use style gonna use sidestep gonna use finger gonna use imagination cause gonna make see there nobody else one like special special gotta attention give got rhythm miss beat got new skank reet got something im winking gonna make make make notice gonna use arm gonna use leg gonna use style gonna use sidestep gonna use finger gonna use imagination cause gonna make see there nobody else one like special special gotta attention give cause gonna make see there nobody else one like special special gotta attention give
Bittersweet|every time think feel shot right bolt blue problem mine problem find living life leave behind sense telling wisdom fool set free way go nobody know every day confusion grows chorus every time see falling get knee pray waiting final moment say word say feel fine feel good feeling like never whenever get way know say like yesterday sure could mean think seem admit hurt someone else never see meant every time see falling get knee pray waiting final moment say word say
Silly|hi barbie hi ken wanna go ride sure ken jump barbie girl barbie world life plastic fantastic brush hair undress everywhere imagination life creation come barbie let go party barbie girl barbie world life plastic fantastic brush hair undress everywhere imagination life creation blond bimbo girl fantasy world dress make tight dolly doll rock n roll feel glamour pink kiss touch hanky panky touch play say always uu oooh u barbie girl barbie world life plastic fantastic brush hair undress everywhere imagination life creation come barbie let go party ah ah ah yeah come barbie let go party uu oooh u come barbie let go party ah ah ah yeah come barbie let go party uu oooh u make walk make talk whatever please act like star beg knee come jump bimbo friend let u hit town fool around let go party touch play say always touch play say always come barbie let go party ah ah ah yeah come barbie let go party uu oooh u come barbie let go party ah ah ah yeah come barbie let go party uu oooh u barbie girl barbie world life plastic fantastic brush hair undress everywhere imagination life creation barbie girl barbie world life plastic fantastic brush hair undress everywhere imagination life creation come barbie let go party ah ah ah yeah come barbie let go party uu oooh u come barbie let go party ah ah ah yeah come barbie let go party uu oooh u oh much fun well barbie getting started oh love ken
Amiable-good natured|said paper moon sailing cardboard sea make believe believed say canvas sky hanging muslin tree make believe believed without love honky tonk parade without love melody played penny arcade barnum bailey world phony make believe believed interlude without love honky tonk parade without love melody played penny arcade barnum bailey world phony make believe believed
Silly|every day wake pray jah increase number clock exactly one everybody comin home lunch day last night skinhead lawn take skinhead bowling take bowling take skinhead bowling take bowling people say bowling alley got big lane people say bowling alley look line go rhyme anything dream last night forget dream last night friend dream wanted sleep next plastic dream wanted lick knee dream nothing
Wry|get back bed get back bed get back bed get back bed get back bed get back bed get back bed get back bed get back bed get back bed reason cheerful part 3 1 2 3 buddy holly working folly good golly miss molly boat hammersmith palais bolshoi ballet jump back alley add nanny goat 18 wheeler scammels thumbing candle mammal must eat oat seeing piccadilly fanny smith willy rather silly porridge oat bit grin bear bit come share welcome spare yellow sock short haughty nutty naughty going 40 electric shock juice carrot smile parrot little drop claret anything rock elvis scotty day spotty sitting potty curing small pox reason cheerful part 3 reason cheerful part 3 reason cheerful part 3 reason cheerful part 3 1 2 3 reason cheerful part 3 health service glass gigolo brass round skinny bottom take mum paris lighting chalice wee willy harris bantu stephen biko listening rico paco berto chico cheddar cheese pickle vincent motorsickle slap tickle woody allen dali dimitri pasquale balabalabala volare something nice study phoning buddy nuddy saying hokey dokey singalonga smokey coming chokey john coltrane soprano adi celentano bonar colleano reason cheerful part 3 reason cheerful part 3 reason cheerful part 3 reason cheerful part 3 1 2 3 yes yes dear dear perhaps next year maybe even never case reason cheerful part 3 reason cheerful part 3 reason cheerful part 3 reason cheerful part 3 reason cheerful part 3 reason cheerful part 3 reason cheerful part 3 reason cheerful part 3 reason cheerful part 3 1 2 3 reason cheerful part 3 reason cheerful part 3 reason cheerful part 3 reason cheerful part 3 1 2 3 reason cheerful part 3 repeat fade
Brooding|alone cause tv yeah crazy cause take right pill everyday rest clean conscience clear thought speyside grain clean conscience clear thought speyside salt sweat sugar asphalt heart littering topsoil tune get last call life coal salt sweat sugar asphalt heart littering topsoil sign picket line parade life alone cause tv yeah crazy cause take right pill everyday rest clean conscience clear thought speyside grain clean conscience clear thought speyside salt sweat sugar asphalt heart littering topsoil tune get last call life coal salt sweat sugar asphalt heart littering topsoil sign picket line parade life bled greed arm give rest give rest salt sweat sugar asphalt heart littering topsoil tune get last call salt sweat sugar asphalt heart littering topsoil sign picket line parade
Visceral|lost mind see blind walk move fall alive dead thought within head pas even care turned steel great magnetic field travelled time future mankind nobody want stare world planning vengeance soon unfurl time iron man spread fear vengeance grave kill people saved nobody want turn head nobody help revenge heavy boot lead fill victim full dread running fast iron man life
Rollicking|riding along automobile baby beside wheel stole kiss turn mile curiosity runnin wild crusin playin radio particular place go riding along automobile anxious tell way feel told softly sincere leaned whispered ear cuddlin drivin slow particular place go particular place go parked way kokomo night young moon gold decided take stroll image way felt unfasten safety belt ridin along calaboose still trying get belt loose way home held grudge safety belt budge crusin playin radio particular place go
Wry|crossin highway late last night shoulda looked left shoulda looked right see station wagon car skunk got squashed chorus got yer dead skunk middle road dead skunk middle road dead skunk middle road stinkin high heaven take whiff rose roll yer window hold yer nose look see cause feel olfactory repeat chorus yeah got yer dead cat got yer dead dog moonlight night got yer dead toad frog got yer dead rabbit yer dead raccoon blood gut gonna make swoon got yer dead skunk middle dead skunk middle road dead skunk middle road stinkin high heaven c mon stink fiddle break got dead middle dead skunk middle dead skunk middle road stinkin high heaven road technicolor man oh got pollution dead middle stinkin high high heaven fiddle fadeout
Cheerful|monday morning feel bad ev rybody seems nag coming tuesday feel better even old man look good wednesday go thursday go slow got friday mind chorus gonna fun city girl pretty look fine tonight sight tonight spend bread tonight lose head tonight got get tonight monday friday mind five day drag know nothing else bug working rich man hey change scene one day today might mad tomorrow glad got friday mind repeat chorus
Rollicking|lazy day nothing else crazy day got thing want try baby go away please spoil lazy day better know sitting radio gonna make worry none income tax need worry teach relax lazy day nothing else crazy day got thing want try baby go away please spoil lazy day think nothing get barbacue gonna make feel funny sparkel like brand new dime money always got plenty time lazy day nothing else crazy day got thing want try baby go away please spoil lazy day
Tense - Anxious|many teardrop one heart cry many teardrop one heart carry way top since left youre always laughing way watch gonna get together little gonna put way start cry ninety six tear cry cry sun come top way looking might wave come see waving way wondering gonna get know cry cry cry many teardrop one heart cry many teardrop one heart carry youre gonna cry ninety six tear youre gonna cry ninety six tear youre gonna cry cry cry cry youre gonna cry cry cry cry ninety six tear come lemme hear cry ninety six tear wanna hear cry night day yeah night long ninety six tear cry cry cry come baby let hear cry night long ninety six tear yeah come ninety six tear
Humorous|one man army ason never tooken keep c lookin drop science like girl droppin baby enough make nigga go cra azy energy building takin type medicine as thought better ason keep planet orbit comin deeper shit enough make bake shake as clock take rhyme good tasty cake mix style masterin nigga catchin headache need aspirin type pain even kill midol fuck around get sprayed lysol face like mace baby burnin well fuck learnin even like motherfuckin profile give fuckin shit ch ch plow seen heard one know forget nigga quiet kept know nuthin knew whole fuckin lot as want get shot lot c came showdown watch put fuckin as lo ow go zero without doubt never tooken nigga figure yo nigga figure yo nigga figure pull fuckin gun triger get fuck outta nigga want get close upmost got stack attack wack host introducin yo fuck nigga name hip hop drop head like ra rain pours cause rhyme hardcore give raw talent got riz ock spot c bur rnin bur rnin hot woah ho ho hit like slow mo flow move quick oh know homicidal enter target nigga get act like pig tryin hog shit take yo as quick mics nigga suck dick want step motherfuckin wreck ch ch plow plow plow blown death got shot cause knock knock knock another motherfuckin hardrock slackin back cause raw lack want react bring back shame step ol dirty bastard brooklyn zoo x5 nigga shame ya
Agressive|yo mack even understand understand mary joint yeah know man kick ol robotic futuristic george jetson crazy joint like uniblab robotic kickin flab flavor badder chitter chatter madder mad hatter 1 bet shit come fatter got data turn body antimatter 2 body antimatter like piece sizzlean fit inside stomach egg grit take em mack king mean mean man get cup put change inside hand take em mack hold let make official make official everybody let agree c need tissue wake em funk issue bet mama miss bet mack take like x missile whining chart climbing make funk kickin harder diamond harder diamond know rhyming guess gonna say craig mack perfect timing around next year rap severe kickin mad flava ya ear kick chorus come brand new flava ya ear brand new flava ya ear time new flava ya ear kickin new flava ya ear mack brand new flava ya ear craig mack 1000 degree knee burnin beggin please brother freeze boy man indisputed deep booted funk smoke leaf brain booted bad c stamen like bruce jenner 3 winner tasting c dinner crazy like glue crazy boy crazy think could one two sick like flu shake em mack boy flip boy time cause boy rhyme kickin haaaaaaaaa boy worth dime seems like competition rap world expedition come around knock position knock em flav could ever dig grave mack power pack black makin cement crack make crack come brand new flava ya ear mack brand new flava ya ear come brand new flava ya ear come brand new flavor time new flava ya ear ear kickin new flava ya ear boy mack brand new flava ya ear flavor come brand new flava ya ear flavor flavor come flavor time new flava ya ear kickin new flava ya ear mack brand new flava ya ear flavor ya ear boy haaaaaaa mack dope hope pope c knot rope like break breakin forsaken lord c shakin track man makin c run like bomb threat bet better yet huh make sweat gettin hotter sun get yup craig mack flav romp tibet boy break rule action mack sends c stop relaxin brand new sherrif town gettin leavin body buried ground rest peace set rhyme decoy bad boy ooohhhh watch c destroy boy come brand new flava ya ear time new flavor time new flava ya ear fla vor kickin new flava ya ear time flav mack brand new flava ya ear boy come mack come brand new flava ya ear haaaaaa time new flava ya ear wakin flavor kickin brand new flava ya ear mack brand new flava ya ear haaaaaaaa boy
Sweet|schoolgirl day telling tale biting nail gone mind know still live thank someone taken crayon perfume easy try wanted sky would write across sky letter would soar thousand foot high sir love time come closing book long last look must end leave know leaving best friend friend taught right wrong weak strong lot learn give return wanted moon would try make start would rather let give heart sir love instrumental interlude end
Autumnal|pulled ditch last night somewhere 95 wrong side road found needle pipe hidden side must difficult deal used know face broken steering wheel kinda hard must confess pissed right make saint resting comic book showed might looked ever found ability feel used know face broken steering wheel far away please tell heart far away please tell home far away please tell heart far away please tell home
whimsical|arrow straighter narrow wherever go everyone know arrow arrow taking high road wherever go everyone know arrow morning wake may gone know make break carry oh yes refrain arrow loo straighter narrow wherever go everyone know arrow arrow arrow arrow arrow arrow refrain arrow loo straighter narrow wherever go everyone know arrow
Agressive|mother witch burned alive thankless little bitch tear cried take wanna see face blistered burnt hide disgrace 27 every one nice gotta see make pay price see body ice take time evil yes evil man watched mother die lost head revenge sought break bread takin chance come split bone help set free 27 every one nice gotta see make pay price see body ice take time evil yes evil man action strip pride spread blood around see ride face scarred steel wound deep neat like double dozen smell sweet 27 every one nice gotta see make pay price see body ice take time evil yes evil man make residence watch fire come sweet desire face long forgotten face sweet timely whore take home
Visceral|want free want free want want free ride yeah want free ride machine without hassled man yeah lean want get loaded yeah jesus take higher place sliding n grace christ body blood crave sliding n grace yeah cry mercy relieve hate sliding n grace spill seed suck waste sliding n grace oh god love hate sliding n grace save lord fuck race sliding n grace yeah
Witty|well annie pretty neat always eats meat joe awful strong bet life putting u oh lordy oh lordy know need loving oh move touch chorus john dancing turn dancing turn get wrong dancing oh shadow love quick clean life well thumbed machine saw watching stair everyone ever cared oh lordy oh lordy know need loving move touch chorusx2 dancing someone dance touch ohhh
Witty|talkin woman wish could see mine talkin woman wish could see mine every time start lovin bring eye sight bloom know daddy got money tell way walk know daddy got money tell way walk every time start shakin deaf dumb begin talk well early one morning lyin bed mel next door dyin raised head said pretty uh know fine one look woman bring eye sight blind declare pretty whole state know fine declare pretty whole state know fine every time start lovin bring eye sight blind
Literate|ever see dallas dc 9 night well dallas jewel oh yeah dallas beautiful sight dallas jungle dallas give beautiful light ever see dallas dc 9 night well dallas woman walk kind want take around dallas woman help get foot ground yes dallas woman walk well came dallas bright light mind came dallas dollar dime dallas rich man death wish eye steel concrete soul warm hearted love disguise rich man tends believe lie dallas rich man death wish eye
Silly|zzzzzzoooooooooooommmmmmmmmmmm tooling hightway 79 twin pipe papa feelin fine hey man dig red stop sign scrreeech bang tinkle transfusion transfusion solid mess contusion never never never gonna speed slip blood bud jump rod quarter nine gotta make date chick mine cross center line man gotta make time scrreeech bang tinkle transfusion transfusion oh man got cotton pickin convolution never never never gonna speed shoot juice bruce foot throttle made lead fast ridding daddy real cool head gonna pas truck hill ahead scrreeech bang tinkle transfusion transfusion red corpsuckles sic mass confusion never never never gonna speed pas crimson jimson took little drink feelin right fly right everything everything sight slow poking cat gonna pas right scrreeech bang tinkle transfusion transfusion real gone paleface illusion never never never gonna speed pas claret barrett rollin mountain rainy day oh see coming better start pray cuttin road bos way scrreeech bang tinkle transfusion transfusion oh doc pardon crazy intrusion never never never gonna speed pump fluid louie burning highway early morn passing everybody oh nothing corn man outa way drive horn scrreeech bang tinkle transfusion transfusion oh nurse gonna make new resolution never never never gonna speed put gallon alan oh barnyard driver found two class line crowding hog speeding jackass rememmber slow today hey daddy make type huh atta boy scrreeech bang tinkle
Humorous|lump sat alone boggy marsh totally motionless except heart mud flowed lump pajama totally confused passing piranha lump lump head lump lump lump might dead lump lingered last line brain one got sort rotten insane small thing sad bird could land lump fast asleep rockin band lump lump head lump lump lump might dead lump limp lonely needed shove lump slipped kiss tumbled love spent twenty sheet life limped along subsonic speed lump lump head lump lump lump might dead lump head think lump head think yeah lump head think lump head
Autumnal|wheel turning around alien ground pas different time leave behind see got far go get let flow colour shining clear fading night grasp broken nothing care colour care light care truth
Visceral|crack dawn cindy movin talking cindy everyone fun twist sun sea still talking everyone cindy fun though heard still need get away cindy kill every day tried tried looked right knife head talk sweetly knife head think cindy knife head taste cindy
Poignant|ev rything set sky blue believe yet true give one guess sweet lorraine said yes waiting time soon bell chime merrily happy raining miss sun sweetie smile think lucky one lend aisle night pray nobody steal heart away wait happy day mary sweet lorraine ev rything set sky blue believe yet true give one guess sweet lorraine said yes waiting time soon bell chime merrily happy raining miss sun sweetie smile think lucky one lend aisle night pray nobody steal heart away wait happy day marry sweet lorraine
Campy|real life fantasy caught landslide escape reality open eye look sky see poor boy need sympathy easy come easy go little high little low anyway wind blow really matter mama killed man put gun head pulled trigger dead mama life begun gone thrown away mama oooh mean make cry back time tomorrow carry carry nothing really matter late time come sends shiver spine body aching time goodbye everybody got go gotta leave behind face truth mama oooh way wind blow want die sometimes wish never born see little silhouetto man scaramouche scaramouche fandango thunderbolt lightning frightening galileo galileo galileo galileo galileo figaro magnifico poor boy nobody love poor boy poor family spare life monstrosity easy come easy go let go bismillah let go let go bismillah let go let go bismillah let go let go let go let go let go let go mama mia mama mia mama mia let go beelzebub devil put aside think stone spit eye think love leave die oh baby baby gotta get gotta get right nothing really matter anyone see nothing really matter nothing really matter way wind blow
Rollicking|well walkin street lookin fine could hey hey well walkin street lookin fine could hey hey love conversation whoa yeah say hey hey shes mover shes mover shes mover shes mover hey hey hey hey say shes mover shes mover well know love baby whoa yeah say hey hey well strolled said hey big boy whats name hey hey well strolled said hey big boy whats name hey hey well know love baby whoa yeah say hey hey shes mover shes mover shes mover shes mover hey hey hey hey
Bittersweet|500 mile away home teardrop fell momma note read thing wrote said miss son love come home well pack right back 500 mile away home away home away home cold tired alone yes 500 mile away home know road took day left home sure look different guess look different cause time change everything wonder say see boy looking bad oh wonder say get home remember ate thumb walk wait still 500 mile away home luck right tonight 500 mile away home away home away home oh still 500 mile away home
Rousing|small town girl livin lonely world took midnight train goin anywhere city boy born raised right houston took midnight train goin anywhere neil singer smokey room smell wine cheap perfume smile share night go come stranger waiting boulevard shadow searching night streetlight people living find emotion hiding somewhere night working hard get fill everybody want thrill payin anything roll dice one time win lose born sing blue oh movie never end go stranger waiting boulevard shadow searching night streetlight people oh living find emotion hiding somewhere night stop believin hold feelin streetlight people stop believin hold streetlight people stop believin hold houston feelin streetlight people stop
Intense|shiny shiny shiny boot leather whiplash girlchild dark club bell servant forsake strike dear mistress cure heart downy sin streetlight fancy chase costume shall wear ermine fur adorn imperious severin severin awaits tired weary could sleep thousand year thousand dream would awake different color made tear kiss boot shiny shiny leather shiny leather dark tongue thong belt await strike dear mistress cure heart severin severin speak slightly severin bended knee taste whip love given lightly taste whip plead tired weary could sleep thousand year thousand dream would awake different color made tear shiny shiny shiny boot leather whiplash girlchild dark severin servant come bell please forsake strike dear mistress cure heart
Brooding|pretend one find fallacy morning rose forbidden fruit hidden eye curtis despise take ride take shot co nobody love true like covered blind belief fantasy sinful screen bear fact assume dye end vow need lie enjoy take ride take shot co nobody love true like oo co left memory yesterday ohh sour time co nobody love true like time bitter taste innocence decent race scattered seed buried life mystery disguise revolve circumstance decide co nobody love true like co nobody love true like nobody love true like
Tense - Anxious|radio live transmission radio live transmission listen silence let ring eye dark grey lens frightened sun would fine time living night left blind destruction waiting sight would go though nothing wrong hide day remained alone staying place staying time touching distance time dance dance dance dance dance radio dance dance dance dance dance radio dance dance dance dance dance radio dance dance dance dance dance radio well could call going get tough thing learnt longer enough language sound need know synchronise love beat show could dance dance dance dance dance dance radio dance dance dance dance dance radio dance dance dance dance dance radio dance dance dance dance dance radio
Sweet|old man talked broke heart poured ground big red tree grew throw leaf spin round round know take hat talking feed tree little squirrel used slammed bike stair put silver teeth baby silvertooth grin grin know take hat boy talking feed tree take hat boy talking feed tree old man used spin around around around tree silver baby come hurt dream know know know take hat boy talking feed tree take hat talking feed tree
Wistful|leaf brown sky grey walk winter day safe warm l california dreaming winter day stopped church passed along way well got knee pretend pray know preacher like cold know gonna stay leaf brown sky grey walk winter day tell could leave today
Rowdy|give damn bout reputation living past new generation girl want gonna give damn bout bad reputation oh give damn bout reputation never said wanted improve station doin good havin fun please one give damn bout bad reputation oh oh give damn bout reputation never afraid deviation really care ya think strange gonna change never gonna care bout bad reputation oh oh pedal boy give damn bout reputation world trouble communication everyone say want say never get better anyway care bout bad reputation anyway oh oh give damn bout bad reputation living past new generation feel good got pain gonna stay give damn bout bad reputation oh oh
Bittersweet|found body giant x eye half ransom bought sweet sweet sweet sweet sunflower gave night underneath star david hundred year behind eye half ransom bought sweet sweet sweet sweet sunflower gave night sweet sweet sweet sweet sunflower aand gave night
Campy|waiting long time take home driver make wise tell drinking evil way friend please guide light really help lost way young oh used laugh cry quot lonely die change tried quot home long take back thrill town tell woman yes two last night friend waiting long time waiting long time tonight let night
Brooding|soon born make feel small giving time instead till pain big feel nothing working class hero something hurt home hit school hate clever despise fool till fucking crazy follow rule working class hero something tortured scared twenty odd year expect pick career really function full fear working class hero something keep doped religion sex tv think clever classless free still fucking peasant far see working class hero something room top telling still first must learn smile kill want like folk hill working class hero something want hero well follow
Volatile|chester burnett k howlin wolf ah oh smokestack lightnin shinin like gold ya hear cryin whoo hooo oooo whooo whoa oh tell baby matter ya hear cryin whoo hooo whoo hooo whooo whoa oh tell baby ya stay last night ya hear cryin whoo hooo whoo hooo whooo whoa oh stop train let go ride ya hear cryin whoo hooo whoo hooo whooo whoa oh fare ya well never see ya hear cryin oooo whoo hooo whoo hooo whooo whoa oh baby since gone little bitty boy girl whoo hooo whoo hooo whooo
Confident|nagasaki hiroshima baby cause fujiyama mama blow top fujiyama yama fujiyama start erupting nobody gonna make stop drink quart sakey smoke dynamite chase tobaccy shoot light cause fujiyama mama guitar well talk say mean blow head baby nitroglycerine cause fujiyama mama well say crazy stone deaf dumb cause destruction like atom bomb cause fujiyama mama drink quart sakey
Confident|carl perkins well one money two show three get ready go cat go step blue suede shoe anything lay blue suede shoe well knock step face slander name place anything want uh uh honey lay shoe step blue suede shoe anything lay blue suede shoe burn house steal car drink liquor old fruitjar anything want uh uh honey lay shoe step blue suede shoe anything lay blue suede shoe
Agressive|completely wasted work inside frustrating drift town town feel though nobody care live die might well begin put action life breaking law breaking law breaking law breaking law breaking law breaking law breaking law breaking law much golden future even start every promise broken anger heart know like clue find thing breaking law breaking law breaking law breaking law breaking law breaking law breaking law breaking law know like breaking law breaking law breaking law breaking law breaking law breaking law breaking law breaking law
Passionate|talking thought heard say please leave alone nothing world make stay rather go back rather go back home believed like believe could love true would go endlessly know anyday anyday see smile anyway anyway little well someday baby know gonna need old world got right woman call never ever let believed like believe could love true would go endlessly know anyday anyday see smile anyway anyway little know anyday anyday see smile anyway anyway little break glass twist knife got fool understand bring woman back home left another got got man believed like believe could love true would go endlessly know anyday anyday see smile anyway anyway little
Amiable-good natured|john mitchy gettin kind itchy leave folk music behind zal denny workin penny tryin get fish line coffee house sebastian sat every number pas hat mcguinn mcguire gettin higher l know one gettin fat except mama cass zally said denny know many sing song way let go south denny said zally golly think wish could play guitar like zal denny sebastian sat night owl every number pas hat mcguinn mcguire still gettin higher l know one gettin fat except mama cass cass sophomore planned go swarthmore changed mind one day standin turnpike thumb hitchhike take new york right away denny met cass gave love bump called john zal mugwump mcguinn mcguire get higher aimin one gettin fat except mama cass mugwump high jump low slump big bump work hard play make break everything shake guess way sebastian zal formed spoonful michelle john denny gettin tuneful mcguinn mcguire catchin fire l know everybody gettin fat except mama cass di di di dit dit dit di di di dit whoa broke busted disgusted agent trusted mitchy want go sea cass make say fake knew come eventually greasin american express card low rent keeping heat hard duffy good vibration imagination go indefinitely california dreamin becomin reality
whimsical|judy wrote saddest song showed boy school today judy go wrong used make smile judy teenage rebel boy young gave book learning gave number one judy know gonna show everything judy know gonna show everything judy got book school went cover torch fell asleep till morning dreamt girl stole horse judy never felt good except sleeping judy never felt good except sleeping judy let go walk kiss whatever want disappointed fall asleep ant pant judy trying find keep dream horse song wrote judy dream horse dream horse dream horse best looking boy taken best looking girl staying inside judy leave walking street morning night star upon shoulder lighting path walk parrot shoulder saying everything talk ever feeling blue write another song dream horse write song dream horse call judy dream horse call judy dream horse dream horse
Campy|say young know find grow well know true cause got baby got babe got babe got babe say love pay rent earned money spent guess pot least sure thing got babe got babe got babe got flower spring got wear ring sad clown get scared always around let say hair long cause care go wrong put little hand mine hill mountain climb babe got babe got babe got hold hand got understand got walk got talk got kiss goodnight got hold tight got let go got love got babe got babe got babe got babe got babe
Humorous|gather round cat tell story become american boy buy guitar put tune rockin rollin soon impressin girl pickin hot lick jazz bought guitar year ago learned play day around town well understood knockin em like johnny b goode hot lick showin ah number one well practice day night papa hair turnin white cause like rock n roll said stay boy gotta go square dig took guitar pick bid farewell poor ole pa split memphis say swingin cat havin ball session hot lick dig rockin boppin gettin break girl said take stepped man big cigar said come cat gonnna make star put bandstand buy ya cadillac sign kid signed name became star havin ball guitar driving big long cadillac fightin girl back kept comin screamin yeah like pick guitar great big grin money kept pourin one day uncle sam said sound 3 footstep uncle sam need boy gonna cut hair ah take rifle kid gimme guitar yeah
Poignant|raindrop rose whisker kitten bright copper kettle warm woolen mitten brown paper package tied string favorite thing cream colored pony crisp apple strudel door bell sleigh bell schnitzel noodle wild goose fly moon wing favorite thing girl white dress blue satin sash snowflake stay nose eyelash silver white winter melt spring favorite thing dog bite bee sting feeling sad simply remember favorite thing feel bad
Rollicking|going kansa city kansa city come going kansa city kansa city come got crazy way loving gonna get standing corner corner twelfth street vine gonna standing corner corner twelfth street vine kansa city baby bottle kansa city wine well might take train might take plane walk gonna get going kansa city kansa city come got crazy way loving gonna get gonna pack clothes leave break dawn gonna pack clothes everybody sleeping nobody know gone cause stay town know gonna die gotta find friendly city reason going kansa city kansa city come got crazy way loving gonna get
